leg_id,trip_id,sequence_no,start_ts,end_ts,mode,origin_label,destination_label,distance_km,duration_min,ticket_required,ticket_product_used,leg_note
trip_17078a4ad135_00011_leg_001,trip_17078a4ad135_00011,1,2026-01-05T07:30:00,2026-01-05T07:38:00,walking,Mia's apartment,München Hbf,0.5,8,False,none,Walk to Munich central station
trip_17078a4ad135_00011_leg_002,trip_17078a4ad135_00011,2,2026-01-05T07:45:00,2026-01-05T10:45:00,regional_train,München Hbf,Düsseldorf Hbf,600.0,180,True,single_ticket,Regional train to Düsseldorf
trip_17078a4ad135_00011_leg_003,trip_17078a4ad135_00011,3,2026-01-05T10:45:00,2026-01-05T10:50:00,bike,Düsseldorf Hbf,Düsseldorf office,1.0,5,False,none,Bike the last kilometre to work
trip_17078a4ad135_00012_leg_001,trip_17078a4ad135_00012,1,2026-01-05T17:30:00,2026-01-05T17:38:00,walking,Düsseldorf office,Düsseldorf Hbf,1.0,8,False,none,Walk to station
trip_17078a4ad135_00012_leg_002,trip_17078a4ad135_00012,2,2026-01-05T17:45:00,2026-01-05T20:45:00,regional_train,Düsseldorf Hbf,München Hbf,600.0,180,True,single_ticket,Regional train back to Munich
trip_17078a4ad135_00012_leg_003,trip_17078a4ad135_00012,3,2026-01-05T20:45:00,2026-01-05T20:50:00,bike,München Hbf,Mia's apartment,0.5,5,False,none,Bike home
trip_17078a4ad135_00013_leg_001,trip_17078a4ad135_00013,1,2026-01-08T07:30:00,2026-01-08T07:40:00,walking,Home,München Hbf,0.8,10,False,none,Walk to Munich central station.
trip_17078a4ad135_00013_leg_002,trip_17078a4ad135_00013,2,2026-01-08T07:45:00,2026-01-08T12:15:00,regional_train,München Hbf,Düsseldorf Hbf,610.0,270,True,single_ticket,Regional train to Düsseldorf.
trip_17078a4ad135_00013_leg_003,trip_17078a4ad135_00013,3,2026-01-08T12:20:00,2026-01-08T12:40:00,bike,Düsseldorf Hbf,Office,5.0,20,False,none,Bike the last kilometre to the office.
trip_17078a4ad135_00014_leg_001,trip_17078a4ad135_00014,1,2026-01-08T18:30:00,2026-01-08T18:50:00,bike,Office,Düsseldorf Hbf,5.0,20,False,none,Bike to Düsseldorf station.
trip_17078a4ad135_00014_leg_002,trip_17078a4ad135_00014,2,2026-01-08T19:00:00,2026-01-08T22:30:00,regional_train,Düsseldorf Hbf,München Hbf,610.0,210,True,single_ticket,Regional train back to Munich.
trip_17078a4ad135_00014_leg_003,trip_17078a4ad135_00014,3,2026-01-08T22:35:00,2026-01-08T22:45:00,walking,München Hbf,Home,0.8,10,False,none,Walk home from the station.
trip_17078a4ad135_00015_leg_001,trip_17078a4ad135_00015,1,2026-01-09T19:30:00,2026-01-09T19:36:00,walking,Home,Restaurant,0.5,6,False,none,Walk to the restaurant.
trip_17078a4ad135_00016_leg_001,trip_17078a4ad135_00016,1,2026-01-09T21:30:00,2026-01-09T21:36:00,walking,Restaurant,Home,0.5,6,False,none,Walk back home.
trip_17078a4ad135_00017_leg_001,trip_17078a4ad135_00017,1,2026-01-10T09:00:00,2026-01-10T09:12:00,bike,Home,Englischer Garten,3.0,12,False,none,Bike to the park.
trip_17078a4ad135_00018_leg_001,trip_17078a4ad135_00018,1,2026-01-10T12:30:00,2026-01-10T12:42:00,bike,Englischer Garten,Home,3.0,12,False,none,Bike back home.
trip_17078a4ad135_00019_leg_001,trip_17078a4ad135_00019,1,2026-01-12T12:00:00,2026-01-12T12:05:00,walking,Home,Car Sharing Spot,0.4,5,False,none,Walk to car‑sharing vehicle.
trip_17078a4ad135_00019_leg_002,trip_17078a4ad135_00019,2,2026-01-12T12:10:00,2026-01-12T12:22:00,car_sharing,Car Sharing Spot,Sports Center,8.0,12,False,none,Drive to the sports center.
trip_17078a4ad135_00020_leg_001,trip_17078a4ad135_00020,1,2026-01-12T14:00:00,2026-01-12T14:04:00,walking,Sports Center,Tram Stop,0.3,4,False,none,Walk to the nearest tram stop.
trip_17078a4ad135_00020_leg_002,trip_17078a4ad135_00020,2,2026-01-12T14:10:00,2026-01-12T14:25:00,tram,Tram Stop,Marienplatz,5.0,15,True,short_trip_ticket,Tram ride towards city centre.
trip_17078a4ad135_00020_leg_003,trip_17078a4ad135_00020,3,2026-01-12T14:30:00,2026-01-12T14:35:00,walking,Marienplatz,Home,0.4,5,False,none,Final walk home.
trip_17078a4ad135_00021_leg_001,trip_17078a4ad135_00021,1,2026-01-13T07:30:00,2026-01-13T07:40:00,walking,Home,München Hbf,0.8,10,False,none,Walk to Munich central station.
trip_17078a4ad135_00021_leg_002,trip_17078a4ad135_00021,2,2026-01-13T07:45:00,2026-01-13T12:15:00,regional_train,München Hbf,Düsseldorf Hbf,610.0,270,True,single_ticket,Regional train to Düsseldorf.
trip_17078a4ad135_00021_leg_003,trip_17078a4ad135_00021,3,2026-01-13T12:20:00,2026-01-13T12:40:00,bike,Düsseldorf Hbf,Office,5.0,20,False,none,Bike the last kilometre to the office.
trip_17078a4ad135_00022_leg_001,trip_17078a4ad135_00022,1,2026-01-13T18:30:00,2026-01-13T18:50:00,bike,Office,Düsseldorf Hbf,5.0,20,False,none,Bike to the station.
trip_17078a4ad135_00022_leg_002,trip_17078a4ad135_00022,2,2026-01-13T19:00:00,2026-01-13T22:30:00,regional_train,Düsseldorf Hbf,München Hbf,610.0,210,True,single_ticket,Regional train back to Munich.
trip_17078a4ad135_00022_leg_003,trip_17078a4ad135_00022,3,2026-01-13T22:35:00,2026-01-13T22:45:00,walking,München Hbf,Home,0.8,10,False,none,Walk home.
trip_17078a4ad135_00023_leg_001,trip_17078a4ad135_00023,1,2026-01-14T07:30:00,2026-01-14T07:40:00,walking,Home,München Hbf,0.8,10,False,none,Walk to Munich station.
trip_17078a4ad135_00023_leg_002,trip_17078a4ad135_00023,2,2026-01-14T07:45:00,2026-01-14T12:15:00,regional_train,München Hbf,Düsseldorf Hbf,610.0,270,True,single_ticket,Regional train to Düsseldorf.
trip_17078a4ad135_00023_leg_003,trip_17078a4ad135_00023,3,2026-01-14T12:20:00,2026-01-14T12:40:00,bike,Düsseldorf Hbf,Office,5.0,20,False,none,Bike to the office.
trip_17078a4ad135_00024_leg_001,trip_17078a4ad135_00024,1,2026-01-14T18:30:00,2026-01-14T18:50:00,bike,Office,Düsseldorf Hbf,5.0,20,False,none,Bike to the station.
trip_17078a4ad135_00024_leg_002,trip_17078a4ad135_00024,2,2026-01-14T19:00:00,2026-01-14T22:30:00,regional_train,Düsseldorf Hbf,München Hbf,610.0,210,True,single_ticket,Regional train back to Munich.
trip_17078a4ad135_00024_leg_003,trip_17078a4ad135_00024,3,2026-01-14T22:35:00,2026-01-14T22:45:00,walking,München Hbf,Home,0.8,10,False,none,Walk home.
trip_17078a4ad135_00025_leg_001,trip_17078a4ad135_00025,1,2026-01-15T07:30:00,2026-01-15T07:37:00,walking,Mia's apartment,München Hauptbahnhof,0.5,7,False,none,Walk to the main train station.
trip_17078a4ad135_00025_leg_002,trip_17078a4ad135_00025,2,2026-01-15T07:37:00,2026-01-15T12:07:00,regional_train,München Hauptbahnhof,Düsseldorf Hauptbahnhof,600.0,270,True,single_ticket,Regional train to Düsseldorf.
trip_17078a4ad135_00025_leg_003,trip_17078a4ad135_00025,3,2026-01-15T12:07:00,2026-01-15T12:22:00,bike,Düsseldorf Hauptbahnhof,Düsseldorf office,5.0,15,False,none,Bike the last kilometre to the office.
trip_17078a4ad135_00026_leg_001,trip_17078a4ad135_00026,1,2026-01-15T17:00:00,2026-01-15T17:15:00,bike,Düsseldorf office,Düsseldorf Hauptbahnhof,5.0,15,False,none,Bike to the train station.
trip_17078a4ad135_00026_leg_002,trip_17078a4ad135_00026,2,2026-01-15T17:15:00,2026-01-15T21:45:00,regional_train,Düsseldorf Hauptbahnhof,München Hauptbahnhof,600.0,270,True,single_ticket,Regional train back to Munich.
trip_17078a4ad135_00026_leg_003,trip_17078a4ad135_00026,3,2026-01-15T21:45:00,2026-01-15T21:52:00,walking,München Hauptbahnhof,Mia's apartment,0.5,7,False,none,Walk home from the station.
trip_17078a4ad135_00027_leg_001,trip_17078a4ad135_00027,1,2026-01-15T19:30:00,2026-01-15T19:40:00,bike,Mia's apartment,Italian restaurant,3.0,10,False,none,Bike to dinner.
trip_17078a4ad135_00028_leg_001,trip_17078a4ad135_00028,1,2026-01-15T21:30:00,2026-01-15T21:40:00,bike,Italian restaurant,Mia's apartment,3.0,10,False,none,Bike home.
trip_17078a4ad135_00029_leg_001,trip_17078a4ad135_00029,1,2026-01-16T18:30:00,2026-01-16T18:42:00,bike,Mia's apartment,FitX Gym,4.0,12,False,none,Bike to gym.
trip_17078a4ad135_00030_leg_001,trip_17078a4ad135_00030,1,2026-01-16T20:00:00,2026-01-16T20:12:00,bike,FitX Gym,Mia's apartment,4.0,12,False,none,Bike home.
trip_17078a4ad135_00031_leg_001,trip_17078a4ad135_00031,1,2026-01-17T08:00:00,2026-01-17T08:07:00,walking,Mia's apartment,München Hauptbahnhof,0.5,7,False,none,Walk to the main station.
trip_17078a4ad135_00031_leg_002,trip_17078a4ad135_00031,2,2026-01-17T08:07:00,2026-01-17T11:37:00,public_transport,München Hauptbahnhof,Frankfurt Hauptbahnhof,400.0,210,True,single_ticket,ICE train to Frankfurt.
trip_17078a4ad135_00031_leg_003,trip_17078a4ad135_00031,3,2026-01-17T11:37:00,2026-01-17T11:55:00,bike,Frankfurt Hauptbahnhof,Tech meetup venue,6.0,18,False,none,Bike to the meetup location.
trip_17078a4ad135_00032_leg_001,trip_17078a4ad135_00032,1,2026-01-18T18:30:00,2026-01-18T18:48:00,bike,Tech meetup venue,Frankfurt Hauptbahnhof,6.0,18,False,none,Bike to the station.
trip_17078a4ad135_00032_leg_002,trip_17078a4ad135_00032,2,2026-01-18T18:48:00,2026-01-18T22:18:00,public_transport,Frankfurt Hauptbahnhof,München Hauptbahnhof,400.0,210,True,single_ticket,ICE back to Munich.
trip_17078a4ad135_00032_leg_003,trip_17078a4ad135_00032,3,2026-01-18T22:18:00,2026-01-18T22:25:00,walking,München Hauptbahnhof,Mia's apartment,0.5,7,False,none,Walk home from the station.
trip_17078a4ad135_00033_leg_001,trip_17078a4ad135_00033,1,2026-01-19T07:45:00,2026-01-19T07:52:00,walking,Mia's apartment,München Hauptbahnhof,0.5,7,False,none,Walk to the train station.
trip_17078a4ad135_00033_leg_002,trip_17078a4ad135_00033,2,2026-01-19T07:52:00,2026-01-19T12:22:00,regional_train,München Hauptbahnhof,Düsseldorf Hauptbahnhof,600.0,270,True,single_ticket,Regional train to Düsseldorf.
trip_17078a4ad135_00033_leg_003,trip_17078a4ad135_00033,3,2026-01-19T12:22:00,2026-01-19T12:37:00,bike,Düsseldorf Hauptbahnhof,Düsseldorf office,5.0,15,False,none,Bike the last kilometre to work.
trip_17078a4ad135_00034_leg_001,trip_17078a4ad135_00034,1,2026-01-19T16:45:00,2026-01-19T17:00:00,bike,Düsseldorf office,Düsseldorf Hauptbahnhof,5.0,15,False,none,Bike to the station.
trip_17078a4ad135_00034_leg_002,trip_17078a4ad135_00034,2,2026-01-19T17:00:00,2026-01-19T21:30:00,regional_train,Düsseldorf Hauptbahnhof,München Hauptbahnhof,600.0,270,True,single_ticket,Regional train back to Munich.
trip_17078a4ad135_00034_leg_003,trip_17078a4ad135_00034,3,2026-01-19T21:30:00,2026-01-19T21:37:00,walking,München Hauptbahnhof,Mia's apartment,0.5,7,False,none,Walk home.
trip_17078a4ad135_00035_leg_001,trip_17078a4ad135_00035,1,2026-01-21T07:30:00,2026-01-21T07:37:00,walking,Mia's apartment,München Hauptbahnhof,0.5,7,False,none,Walk to station.
trip_17078a4ad135_00035_leg_002,trip_17078a4ad135_00035,2,2026-01-21T07:37:00,2026-01-21T12:07:00,regional_train,München Hauptbahnhof,Düsseldorf Hauptbahnhof,600.0,270,True,single_ticket,Regional train to Düsseldorf.
trip_17078a4ad135_00035_leg_003,trip_17078a4ad135_00035,3,2026-01-21T12:07:00,2026-01-21T12:22:00,bike,Düsseldorf Hauptbahnhof,Düsseldorf office,5.0,15,False,none,Bike to work.
trip_17078a4ad135_00036_leg_001,trip_17078a4ad135_00036,1,2026-01-21T16:30:00,2026-01-21T16:45:00,bike,Düsseldorf office,Düsseldorf Hauptbahnhof,5.0,15,False,none,Bike to station.
trip_17078a4ad135_00036_leg_002,trip_17078a4ad135_00036,2,2026-01-21T16:45:00,2026-01-21T21:15:00,regional_train,Düsseldorf Hauptbahnhof,München Hauptbahnhof,600.0,270,True,single_ticket,Regional train back to Munich.
trip_17078a4ad135_00036_leg_003,trip_17078a4ad135_00036,3,2026-01-21T21:15:00,2026-01-21T21:22:00,walking,München Hauptbahnhof,Mia's apartment,0.5,7,False,none,Walk home.
trip_17078a4ad135_00037_leg_001,trip_17078a4ad135_00037,1,2026-01-22T07:00:00,2026-01-22T07:07:00,walking,Mia's Apartment,München Hbf,0.5,7,False,none,Walk from home to Munich Hauptbahnhof.
trip_17078a4ad135_00037_leg_002,trip_17078a4ad135_00037,2,2026-01-22T07:10:00,2026-01-22T11:30:00,regional_train,München Hbf,Düsseldorf Hbf,610.0,260,True,single_ticket,"Regional train Munich → Düsseldorf, ticket bought via mobile app."
trip_17078a4ad135_00037_leg_003,trip_17078a4ad135_00037,3,2026-01-22T11:31:00,2026-01-22T11:45:00,bike,Düsseldorf Hbf,Düsseldorf Office,5.0,14,False,none,Bike the last kilometre to the office.
trip_17078a4ad135_00038_leg_001,trip_17078a4ad135_00038,1,2026-01-22T17:30:00,2026-01-22T17:44:00,bike,Düsseldorf Office,Düsseldorf Hbf,5.0,14,False,none,Bike to the train station.
trip_17078a4ad135_00038_leg_002,trip_17078a4ad135_00038,2,2026-01-22T17:45:00,2026-01-22T22:05:00,regional_train,Düsseldorf Hbf,München Hbf,610.0,260,True,single_ticket,Regional train back to Munich.
trip_17078a4ad135_00038_leg_003,trip_17078a4ad135_00038,3,2026-01-22T22:07:00,2026-01-22T22:14:00,walking,München Hbf,Mia's Apartment,0.5,7,False,none,Walk home from the station.
trip_17078a4ad135_00039_leg_001,trip_17078a4ad135_00039,1,2026-01-23T18:10:00,2026-01-23T18:20:00,bike,Düsseldorf Office,Bavarian Bistro,3.0,10,False,none,Bike to the restaurant.
trip_17078a4ad135_00040_leg_001,trip_17078a4ad135_00040,1,2026-01-23T20:30:00,2026-01-23T20:40:00,bike,Bavarian Bistro,Mia's Apartment,3.0,10,False,none,Bike home after the meal.
trip_17078a4ad135_00041_leg_001,trip_17078a4ad135_00041,1,2026-01-24T07:05:00,2026-01-24T07:12:00,walking,Mia's Apartment,München Hbf,0.5,7,False,none,Walk to the station.
trip_17078a4ad135_00041_leg_002,trip_17078a4ad135_00041,2,2026-01-24T07:15:00,2026-01-24T11:35:00,regional_train,München Hbf,Düsseldorf Hbf,610.0,260,True,single_ticket,Regional train to Düsseldorf.
trip_17078a4ad135_00041_leg_003,trip_17078a4ad135_00041,3,2026-01-24T11:36:00,2026-01-24T11:50:00,bike,Düsseldorf Hbf,Düsseldorf Office,5.0,14,False,none,Bike the last kilometre to the office.
trip_17078a4ad135_00042_leg_001,trip_17078a4ad135_00042,1,2026-01-24T12:30:00,2026-01-24T12:45:00,car_sharing,Mia's Apartment,Tech Hub Munich,2.0,15,False,none,Reserve and drive a shared car for a short meeting.
trip_17078a4ad135_00043_leg_001,trip_17078a4ad135_00043,1,2026-01-24T17:30:00,2026-01-24T17:44:00,bike,Düsseldorf Office,Düsseldorf Hbf,5.0,14,False,none,Bike to the station.
trip_17078a4ad135_00043_leg_002,trip_17078a4ad135_00043,2,2026-01-24T17:45:00,2026-01-24T22:05:00,regional_train,Düsseldorf Hbf,München Hbf,610.0,260,True,single_ticket,Regional train back to Munich.
trip_17078a4ad135_00043_leg_003,trip_17078a4ad135_00043,3,2026-01-24T22:07:00,2026-01-24T22:14:00,walking,München Hbf,Mia's Apartment,0.5,7,False,none,Walk home.
trip_17078a4ad135_00044_leg_001,trip_17078a4ad135_00044,1,2026-01-26T07:10:00,2026-01-26T07:17:00,walking,Mia's Apartment,München Hbf,0.5,7,False,none,Walk to the station.
trip_17078a4ad135_00044_leg_002,trip_17078a4ad135_00044,2,2026-01-26T07:20:00,2026-01-26T11:40:00,regional_train,München Hbf,Düsseldorf Hbf,610.0,260,True,single_ticket,Regional train to Düsseldorf.
trip_17078a4ad135_00044_leg_003,trip_17078a4ad135_00044,3,2026-01-26T11:41:00,2026-01-26T11:55:00,bike,Düsseldorf Hbf,Düsseldorf Office,5.0,14,False,none,Bike the final segment.
trip_17078a4ad135_00045_leg_001,trip_17078a4ad135_00045,1,2026-01-26T17:30:00,2026-01-26T17:44:00,bike,Düsseldorf Office,Düsseldorf Hbf,5.0,14,False,none,Bike to the station.
trip_17078a4ad135_00045_leg_002,trip_17078a4ad135_00045,2,2026-01-26T17:45:00,2026-01-26T22:05:00,regional_train,Düsseldorf Hbf,München Hbf,610.0,260,True,single_ticket,Regional train back to Munich.
trip_17078a4ad135_00045_leg_003,trip_17078a4ad135_00045,3,2026-01-26T22:07:00,2026-01-26T22:14:00,walking,München Hbf,Mia's Apartment,0.5,7,False,none,Walk home.
trip_17078a4ad135_00046_leg_001,trip_17078a4ad135_00046,1,2026-01-27T08:00:00,2026-01-27T08:07:00,walking,Mia's Apartment,München Hbf,0.5,7,False,none,Walk to Munich main station.
trip_17078a4ad135_00046_leg_002,trip_17078a4ad135_00046,2,2026-01-27T08:10:00,2026-01-27T10:40:00,regional_train,München Hbf,Stuttgart Hbf,220.0,150,True,single_ticket,Regional train to Stuttgart.
trip_17078a4ad135_00046_leg_003,trip_17078a4ad135_00046,3,2026-01-27T10:42:00,2026-01-27T10:50:00,walking,Stuttgart Hbf,Family House,0.5,8,False,none,Walk from station to family home.
trip_17078a4ad135_00047_leg_001,trip_17078a4ad135_00047,1,2026-01-27T10:00:00,2026-01-27T10:12:00,bike,Mia's Apartment,FitZone Gym,4.0,12,False,none,Bike to the gym.
trip_17078a4ad135_00048_leg_001,trip_17078a4ad135_00048,1,2026-01-28T09:00:00,2026-01-28T09:08:00,walking,Family House,Stuttgart Hbf,0.5,8,False,none,Walk to Stuttgart station.
trip_17078a4ad135_00048_leg_002,trip_17078a4ad135_00048,2,2026-01-28T09:10:00,2026-01-28T11:40:00,regional_train,Stuttgart Hbf,München Hbf,220.0,150,True,single_ticket,Regional train back to Munich.
trip_17078a4ad135_00048_leg_003,trip_17078a4ad135_00048,3,2026-01-28T11:42:00,2026-01-28T11:49:00,walking,München Hbf,Mia's Apartment,0.5,7,False,none,Final walk home.
trip_17078a4ad135_00049_leg_001,trip_17078a4ad135_00049,1,2026-01-29T18:30:00,2026-01-29T18:40:00,walking,Home,Zum Goldenen Hirsch,0.8,10,False,none,Walk to the restaurant
trip_17078a4ad135_00050_leg_001,trip_17078a4ad135_00050,1,2026-01-29T20:30:00,2026-01-29T20:40:00,walking,Zum Goldenen Hirsch,Home,0.8,10,False,none,Walk home from the restaurant
trip_17078a4ad135_00051_leg_001,trip_17078a4ad135_00051,1,2026-01-30T07:15:00,2026-01-30T07:23:00,walking,Home,München Hbf,0.6,8,False,none,Walk from home to Munich main station
trip_17078a4ad135_00051_leg_002,trip_17078a4ad135_00051,2,2026-01-30T07:28:00,2026-01-30T12:58:00,regional_train,München Hbf,Düsseldorf Hbf,600.0,330,True,single_ticket,Regional train from Munich to Düsseldorf
trip_17078a4ad135_00051_leg_003,trip_17078a4ad135_00051,3,2026-01-30T12:58:00,2026-01-30T13:10:00,bike,Düsseldorf Hbf,Düsseldorf Office,5.0,12,False,none,Bike the last kilometre to the office
trip_17078a4ad135_00052_leg_001,trip_17078a4ad135_00052,1,2026-01-30T17:30:00,2026-01-30T17:42:00,bike,Düsseldorf Office,Düsseldorf Hbf,5.0,12,False,none,Bike to Düsseldorf main station
trip_17078a4ad135_00052_leg_002,trip_17078a4ad135_00052,2,2026-01-30T17:47:00,2026-01-30T23:17:00,regional_train,Düsseldorf Hbf,München Hbf,600.0,330,True,single_ticket,Regional train back to Munich
trip_17078a4ad135_00052_leg_003,trip_17078a4ad135_00052,3,2026-01-30T23:17:00,2026-01-30T23:25:00,walking,München Hbf,Home,0.6,8,False,none,Walk home from the station
trip_17078a4ad135_00053_leg_001,trip_17078a4ad135_00053,1,2026-01-31T09:00:00,2026-01-31T09:08:00,walking,Home,München Hbf,0.6,8,False,none,Walk to Munich main station
trip_17078a4ad135_00053_leg_002,trip_17078a4ad135_00053,2,2026-01-31T09:13:00,2026-01-31T11:33:00,regional_train,München Hbf,Stuttgart Hbf,220.0,140,True,single_ticket,Regional train to Stuttgart
trip_17078a4ad135_00053_leg_003,trip_17078a4ad135_00053,3,2026-01-31T11:33:00,2026-01-31T11:45:00,bike,Stuttgart Hbf,Stuttgart Family House,4.0,12,False,none,Bike the last kilometre to family house
trip_17078a4ad135_00054_leg_001,trip_17078a4ad135_00054,1,2026-02-01T15:00:00,2026-02-01T15:12:00,bike,Stuttgart Family House,Stuttgart Hbf,4.0,12,False,none,Bike to Stuttgart main station
trip_17078a4ad135_00054_leg_002,trip_17078a4ad135_00054,2,2026-02-01T15:17:00,2026-02-01T17:37:00,regional_train,Stuttgart Hbf,München Hbf,220.0,140,True,single_ticket,Regional train back to Munich
trip_17078a4ad135_00054_leg_003,trip_17078a4ad135_00054,3,2026-02-01T17:37:00,2026-02-01T17:45:00,walking,München Hbf,Home,0.6,8,False,none,Walk home from the station
trip_17078a4ad135_00055_leg_001,trip_17078a4ad135_00055,1,2026-02-02T07:10:00,2026-02-02T07:18:00,walking,Home,München Hbf,0.6,8,False,none,Walk to Munich main station
trip_17078a4ad135_00055_leg_002,trip_17078a4ad135_00055,2,2026-02-02T07:23:00,2026-02-02T12:53:00,regional_train,München Hbf,Düsseldorf Hbf,600.0,330,True,single_ticket,Regional train to Düsseldorf
trip_17078a4ad135_00055_leg_003,trip_17078a4ad135_00055,3,2026-02-02T12:53:00,2026-02-02T13:05:00,bike,Düsseldorf Hbf,Düsseldorf Office,5.0,12,False,none,Bike the last kilometre to work
trip_17078a4ad135_00056_leg_001,trip_17078a4ad135_00056,1,2026-02-02T17:45:00,2026-02-02T17:57:00,bike,Düsseldorf Office,Düsseldorf Hbf,5.0,12,False,none,Bike to the station
trip_17078a4ad135_00056_leg_002,trip_17078a4ad135_00056,2,2026-02-02T18:02:00,2026-02-02T23:32:00,regional_train,Düsseldorf Hbf,München Hbf,600.0,330,True,single_ticket,Regional train back to Munich
trip_17078a4ad135_00056_leg_003,trip_17078a4ad135_00056,3,2026-02-02T23:32:00,2026-02-02T23:40:00,walking,München Hbf,Home,0.6,8,False,none,Walk home from the station
trip_17078a4ad135_00057_leg_001,trip_17078a4ad135_00057,1,2026-02-03T18:00:00,2026-02-03T18:10:00,bike,Home,FitX Gym,3.0,10,False,none,Bike to the gym
trip_17078a4ad135_00058_leg_001,trip_17078a4ad135_00058,1,2026-02-03T20:00:00,2026-02-03T20:10:00,bike,FitX Gym,Home,3.0,10,False,none,Bike home from the gym
