leg_id,trip_id,sequence_no,start_ts,end_ts,mode,origin_label,destination_label,distance_km,duration_min,ticket_required,ticket_product_used,leg_note
leg_006_1,trip_006,1,2026-01-06T17:30:00,2026-01-06T17:35:00,walking,Tech Hub Berlin,Alexanderplatz Station,0.4,5,False,none,Walk to station.
leg_006_2,trip_006,2,2026-01-06T17:35:00,2026-01-06T18:05:00,public_transport,Alexanderplatz Station,Kreuzberg S-Bahn Station,12.0,30,True,monthly_pass,S‑Bahn ride home.
leg_006_3,trip_006,3,2026-01-06T18:05:00,2026-01-06T18:10:00,walking,Kreuzberg S-Bahn Station,Home,0.4,5,False,none,Final walk home.
leg_007_1,trip_007,1,2026-01-06T19:00:00,2026-01-06T19:10:00,bike,Home,Bistro Bike Dock,3.0,10,False,none,Bike ride to restaurant area.
leg_007_2,trip_007,2,2026-01-06T19:10:00,2026-01-06T19:15:00,walking,Bistro Bike Dock,Kreuzberg Bistro,0.4,5,False,none,Short walk to table.
leg_008_1,trip_008,1,2026-01-06T21:30:00,2026-01-06T21:35:00,walking,Kreuzberg Bistro,Bistro Bike Dock,0.4,5,False,none,Walk to bike dock.
leg_008_2,trip_008,2,2026-01-06T21:35:00,2026-01-06T21:45:00,bike,Bistro Bike Dock,Home,3.0,10,False,none,Bike ride home.
leg_009_1,trip_009,1,2026-01-08T11:00:00,2026-01-08T11:04:00,walking,Home,Tram Stop Kreuzberg,0.3,4,False,none,Walk to tram stop.
leg_009_2,trip_009,2,2026-01-08T11:04:00,2026-01-08T11:24:00,public_transport,Tram Stop Kreuzberg,Tram Stop Museum Island,6.0,20,True,monthly_pass,Tram ride to museum area.
leg_009_3,trip_009,3,2026-01-08T11:24:00,2026-01-08T11:28:00,walking,Tram Stop Museum Island,Museum Island,0.3,4,False,none,Short walk to museum entrance.
leg_010_1,trip_010,1,2026-01-08T15:00:00,2026-01-08T15:04:00,walking,Museum Island,Tram Stop Museum Island,0.3,4,False,none,Walk to tram stop.
leg_010_2,trip_010,2,2026-01-08T15:04:00,2026-01-08T15:24:00,public_transport,Tram Stop Museum Island,Tram Stop Kreuzberg,6.0,20,True,monthly_pass,Tram back towards home.
leg_010_3,trip_010,3,2026-01-08T15:24:00,2026-01-08T15:28:00,walking,Tram Stop Kreuzberg,Home,0.3,4,False,none,Final walk home.
leg_011_1,trip_011,1,2026-01-09T10:00:00,2026-01-09T10:15:00,bike,Home,Tempelhofer Feld Bike Dock,5.0,15,False,none,Bike ride to park.
leg_011_2,trip_011,2,2026-01-09T10:15:00,2026-01-09T10:20:00,walking,Tempelhofer Feld Bike Dock,Tempelhofer Feld,0.4,5,False,none,Short walk to park entrance.
leg_012_1,trip_012,1,2026-01-09T18:00:00,2026-01-09T18:05:00,walking,Tempelhofer Feld,Tempelhofer Feld Bike Dock,0.4,5,False,none,Walk to bike dock.
leg_012_2,trip_012,2,2026-01-09T18:05:00,2026-01-09T18:20:00,bike,Tempelhofer Feld Bike Dock,Home,5.0,15,False,none,Bike ride home.
leg_013_1,trip_013,1,2026-01-11T08:00:00,2026-01-11T08:05:00,walking,Home,Kreuzberg S-Bahn Station,0.4,5,False,none,Walk to station.
leg_013_2,trip_013,2,2026-01-11T08:05:00,2026-01-11T08:35:00,public_transport,Kreuzberg S-Bahn Station,Alexanderplatz Station,12.0,30,True,monthly_pass,S‑Bahn ride.
leg_013_3,trip_013,3,2026-01-11T08:35:00,2026-01-11T08:40:00,shared_scooter,Alexanderplatz Station,Tech Hub Berlin,0.6,5,False,none,E‑scooter last mile.
leg_014_1,trip_014,1,2026-01-11T17:30:00,2026-01-11T17:35:00,walking,Tech Hub Berlin,Alexanderplatz Station,0.4,5,False,none,Walk to station.
leg_014_2,trip_014,2,2026-01-11T17:35:00,2026-01-11T18:05:00,public_transport,Alexanderplatz Station,Kreuzberg S-Bahn Station,12.0,30,True,monthly_pass,S‑Bahn ride home.
leg_014_3,trip_014,3,2026-01-11T18:05:00,2026-01-11T18:10:00,walking,Kreuzberg S-Bahn Station,Home,0.4,5,False,none,Final walk home.
leg_015_1,trip_015,1,2026-01-12T08:00:00,2026-01-12T08:05:00,walking,Home,Kreuzberg S-Bahn Station,0.4,5,False,none,Walk to station.
leg_015_2,trip_015,2,2026-01-12T08:05:00,2026-01-12T08:35:00,public_transport,Kreuzberg S-Bahn Station,Alexanderplatz Station,12.0,30,True,monthly_pass,S‑Bahn ride.
leg_015_3,trip_015,3,2026-01-12T08:35:00,2026-01-12T08:40:00,shared_scooter,Alexanderplatz Station,Tech Hub Berlin,0.6,5,False,none,E‑scooter last mile.
leg_016_1,trip_016,1,2026-01-12T17:30:00,2026-01-12T17:35:00,walking,Tech Hub Berlin,Alexanderplatz Station,0.4,5,False,none,Walk to station.
leg_016_2,trip_016,2,2026-01-12T17:35:00,2026-01-12T18:05:00,public_transport,Alexanderplatz Station,Kreuzberg S-Bahn Station,12.0,30,True,monthly_pass,S‑Bahn ride home.
leg_016_3,trip_016,3,2026-01-12T18:05:00,2026-01-12T18:10:00,walking,Kreuzberg S-Bahn Station,Home,0.4,5,False,none,Final walk home.
leg_017_1,trip_017,1,2026-01-13T08:00:00,2026-01-13T08:05:00,walking,Home,Kreuzberg S-Bahn Station,0.4,5,False,none,Walk to station.
leg_017_2,trip_017,2,2026-01-13T08:05:00,2026-01-13T08:35:00,public_transport,Kreuzberg S-Bahn Station,Alexanderplatz Station,12.0,30,True,monthly_pass,S‑Bahn ride.
leg_017_3,trip_017,3,2026-01-13T08:35:00,2026-01-13T08:40:00,shared_scooter,Alexanderplatz Station,Tech Hub Berlin,0.6,5,False,none,E‑scooter last mile.
leg_018_1,trip_018,1,2026-01-13T17:30:00,2026-01-13T17:35:00,walking,Tech Hub Berlin,Alexanderplatz Station,0.4,5,False,none,Walk to station.
leg_018_2,trip_018,2,2026-01-13T17:35:00,2026-01-13T18:05:00,public_transport,Alexanderplatz Station,Kreuzberg S-Bahn Station,12.0,30,True,monthly_pass,S‑Bahn ride home.
leg_018_3,trip_018,3,2026-01-13T18:05:00,2026-01-13T18:10:00,walking,Kreuzberg S-Bahn Station,Home,0.4,5,False,none,Final walk home.
leg_019_1,trip_019,1,2026-01-13T19:00:00,2026-01-13T19:08:00,shared_bike,Home,CineStar Bike Dock,2.5,8,False,none,Shared bike to cinema area.
leg_019_2,trip_019,2,2026-01-13T19:08:00,2026-01-13T19:12:00,walking,CineStar Bike Dock,CineStar Berlin,0.3,4,False,none,Short walk to cinema entrance.
leg_020_1,trip_020,1,2026-01-13T22:00:00,2026-01-13T22:04:00,walking,CineStar Berlin,CineStar Bike Dock,0.3,4,False,none,Walk to bike dock.
leg_020_2,trip_020,2,2026-01-13T22:04:00,2026-01-13T22:12:00,shared_bike,CineStar Bike Dock,Home,2.5,8,False,none,Bike ride home.
leg_021_1,trip_021,1,2026-01-15T08:00:00,2026-01-15T08:05:00,walking,Home,Kreuzberg S-Bahn Station,0.4,5,False,none,Walk to station.
leg_021_2,trip_021,2,2026-01-15T08:05:00,2026-01-15T08:35:00,public_transport,Kreuzberg S-Bahn Station,Alexanderplatz Station,12.0,30,True,monthly_pass,S‑Bahn ride.
leg_021_3,trip_021,3,2026-01-15T08:35:00,2026-01-15T08:40:00,shared_scooter,Alexanderplatz Station,Tech Hub Berlin,0.6,5,False,none,E‑scooter last mile.
leg_022_1,trip_022,1,2026-01-15T17:30:00,2026-01-15T17:35:00,walking,Tech Hub Berlin,Alexanderplatz Station,0.4,5,False,none,Walk to station.
leg_022_2,trip_022,2,2026-01-15T17:35:00,2026-01-15T18:05:00,public_transport,Alexanderplatz Station,Kreuzberg S-Bahn Station,12.0,30,True,monthly_pass,S‑Bahn ride home.
leg_022_3,trip_022,3,2026-01-15T18:05:00,2026-01-15T18:10:00,walking,Kreuzberg S-Bahn Station,Home,0.4,5,False,none,Final walk home.
leg_023_1,trip_023,1,2026-01-15T19:30:00,2026-01-15T19:40:00,bike,Home,Grill Bike Dock,3.0,10,False,none,Bike ride to restaurant area.
leg_023_2,trip_023,2,2026-01-15T19:40:00,2026-01-15T19:45:00,walking,Grill Bike Dock,Kreuzberg Grill,0.4,5,False,none,Short walk to table.
leg_024_1,trip_024,1,2026-01-15T22:30:00,2026-01-15T22:35:00,walking,Kreuzberg Grill,Grill Bike Dock,0.4,5,False,none,Walk to bike dock.
leg_024_2,trip_024,2,2026-01-15T22:35:00,2026-01-15T22:45:00,bike,Grill Bike Dock,Home,3.0,10,False,none,Bike ride home.
leg_025_1,trip_025,1,2026-01-18T08:00:00,2026-01-18T08:05:00,walking,Home,Kreuzberg S-Bahn Station,0.4,5,False,none,Walk to station.
leg_025_2,trip_025,2,2026-01-18T08:05:00,2026-01-18T08:35:00,public_transport,Kreuzberg S-Bahn Station,Alexanderplatz Station,12.0,30,True,monthly_pass,S‑Bahn ride.
leg_025_3,trip_025,3,2026-01-18T08:35:00,2026-01-18T08:40:00,shared_scooter,Alexanderplatz Station,Tech Hub Berlin,0.6,5,False,none,E‑scooter last mile.
leg_026_1,trip_026,1,2026-01-18T17:30:00,2026-01-18T17:35:00,walking,Tech Hub Berlin,Alexanderplatz Station,0.4,5,False,none,Walk to station.
leg_026_2,trip_026,2,2026-01-18T17:35:00,2026-01-18T18:05:00,public_transport,Alexanderplatz Station,Kreuzberg S-Bahn Station,12.0,30,True,monthly_pass,S‑Bahn ride home.
leg_026_3,trip_026,3,2026-01-18T18:05:00,2026-01-18T18:10:00,walking,Kreuzberg S-Bahn Station,Home,0.4,5,False,none,Final walk home.
leg_027_1,trip_027,1,2026-01-19T08:00:00,2026-01-19T08:05:00,walking,Home,Kreuzberg S-Bahn Station,0.4,5,False,none,Walk to station.
leg_027_2,trip_027,2,2026-01-19T08:05:00,2026-01-19T08:35:00,public_transport,Kreuzberg S-Bahn Station,Alexanderplatz Station,12.0,30,True,monthly_pass,S‑Bahn ride.
leg_027_3,trip_027,3,2026-01-19T08:35:00,2026-01-19T08:40:00,shared_scooter,Alexanderplatz Station,Tech Hub Berlin,0.6,5,False,none,E‑scooter last mile.
leg_028_1,trip_028,1,2026-01-19T17:30:00,2026-01-19T17:35:00,walking,Tech Hub Berlin,Alexanderplatz Station,0.4,5,False,none,Walk to station.
leg_028_2,trip_028,2,2026-01-19T17:35:00,2026-01-19T18:05:00,public_transport,Alexanderplatz Station,Kreuzberg S-Bahn Station,12.0,30,True,monthly_pass,S‑Bahn ride home.
leg_028_3,trip_028,3,2026-01-19T18:05:00,2026-01-19T18:10:00,walking,Kreuzberg S-Bahn Station,Home,0.4,5,False,none,Final walk home.
leg_029_1,trip_029,1,2026-01-20T08:00:00,2026-01-20T08:05:00,walking,Home,Kreuzberg S-Bahn Station,0.4,5,False,none,Walk to station.
leg_029_2,trip_029,2,2026-01-20T08:05:00,2026-01-20T08:35:00,public_transport,Kreuzberg S-Bahn Station,Alexanderplatz Station,12.0,30,True,monthly_pass,S‑Bahn ride.
leg_029_3,trip_029,3,2026-01-20T08:35:00,2026-01-20T08:40:00,shared_scooter,Alexanderplatz Station,Tech Hub Berlin,0.6,5,False,none,E‑scooter last mile.
leg_030_1,trip_030,1,2026-01-20T17:30:00,2026-01-20T17:35:00,walking,Tech Hub Berlin,Alexanderplatz Station,0.4,5,False,none,Walk to station.
leg_030_2,trip_030,2,2026-01-20T17:35:00,2026-01-20T18:05:00,public_transport,Alexanderplatz Station,Kreuzberg S-Bahn Station,12.0,30,True,monthly_pass,S‑Bahn ride home.
leg_030_3,trip_030,3,2026-01-20T18:05:00,2026-01-20T18:10:00,walking,Kreuzberg S-Bahn Station,Home,0.4,5,False,none,Final walk home.
leg_031_1,trip_031,1,2026-01-20T19:00:00,2026-01-20T19:05:00,shared_scooter,Home,FitX Scooter Dock,1.5,5,False,none,Scooter to gym area.
leg_031_2,trip_031,2,2026-01-20T19:05:00,2026-01-20T19:10:00,walking,FitX Scooter Dock,FitX Gym,0.5,5,False,none,Short walk into gym.
leg_032_1,trip_032,1,2026-01-20T21:00:00,2026-01-20T21:05:00,walking,FitX Gym,FitX Scooter Dock,0.5,5,False,none,Walk to scooter.
leg_032_2,trip_032,2,2026-01-20T21:05:00,2026-01-20T21:10:00,shared_scooter,FitX Scooter Dock,Home,1.5,5,False,none,Scooter ride home.
leg_033_1,trip_033,1,2026-01-22T08:00:00,2026-01-22T08:05:00,walking,Home,Kreuzberg S-Bahn Station,0.4,5,False,none,Walk to station.
leg_033_2,trip_033,2,2026-01-22T08:05:00,2026-01-22T08:35:00,public_transport,Kreuzberg S-Bahn Station,Alexanderplatz Station,12.0,30,True,monthly_pass,S‑Bahn ride.
leg_033_3,trip_033,3,2026-01-22T08:35:00,2026-01-22T08:40:00,shared_scooter,Alexanderplatz Station,Tech Hub Berlin,0.6,5,False,none,E‑scooter last mile.
leg_034_1,trip_034,1,2026-01-22T17:30:00,2026-01-22T17:35:00,walking,Tech Hub Berlin,Alexanderplatz Station,0.4,5,False,none,Walk to station.
leg_034_2,trip_034,2,2026-01-22T17:35:00,2026-01-22T18:05:00,public_transport,Alexanderplatz Station,Kreuzberg S-Bahn Station,12.0,30,True,monthly_pass,S‑Bahn ride home.
leg_034_3,trip_034,3,2026-01-22T18:05:00,2026-01-22T18:10:00,walking,Kreuzberg S-Bahn Station,Home,0.4,5,False,none,Final walk home.
leg_035_1,trip_035,1,2026-01-23T11:00:00,2026-01-23T11:04:00,walking,Home,Tram Stop Kreuzberg,0.3,4,False,none,Walk to tram stop.
leg_035_2,trip_035,2,2026-01-23T11:04:00,2026-01-23T11:24:00,public_transport,Tram Stop Kreuzberg,Tram Stop Museum Island,6.0,20,True,monthly_pass,Tram ride.
leg_035_3,trip_035,3,2026-01-23T11:24:00,2026-01-23T11:28:00,walking,Tram Stop Museum Island,Museum Island,0.3,4,False,none,Walk to museum.
leg_036_1,trip_036,1,2026-01-23T15:00:00,2026-01-23T15:04:00,walking,Museum Island,Tram Stop Museum Island,0.3,4,False,none,Walk to tram stop.
leg_036_2,trip_036,2,2026-01-23T15:04:00,2026-01-23T15:24:00,public_transport,Tram Stop Museum Island,Tram Stop Kreuzberg,6.0,20,True,monthly_pass,Tram back.
leg_036_3,trip_036,3,2026-01-23T15:24:00,2026-01-23T15:28:00,walking,Tram Stop Kreuzberg,Home,0.3,4,False,none,Final walk home.
leg_037_1,trip_037,1,2026-01-24T10:00:00,2026-01-24T10:15:00,bike,Home,Tempelhofer Feld Bike Dock,5.0,15,False,none,Bike ride.
leg_037_2,trip_037,2,2026-01-24T10:15:00,2026-01-24T10:20:00,walking,Tempelhofer Feld Bike Dock,Tempelhofer Feld,0.4,5,False,none,Walk to park entrance.
leg_038_1,trip_038,1,2026-01-24T18:00:00,2026-01-24T18:05:00,walking,Tempelhofer Feld,Tempelhofer Feld Bike Dock,0.4,5,False,none,Walk to bike dock.
leg_038_2,trip_038,2,2026-01-24T18:05:00,2026-01-24T18:20:00,bike,Tempelhofer Feld Bike Dock,Home,5.0,15,False,none,Bike ride home.
leg_039_1,trip_039,1,2026-01-25T08:00:00,2026-01-25T08:05:00,walking,Home,Kreuzberg S-Bahn Station,0.4,5,False,none,Walk to station.
leg_039_2,trip_039,2,2026-01-25T08:05:00,2026-01-25T08:35:00,public_transport,Kreuzberg S-Bahn Station,Alexanderplatz Station,12.0,30,True,monthly_pass,S‑Bahn ride.
leg_039_3,trip_039,3,2026-01-25T08:35:00,2026-01-25T08:40:00,shared_scooter,Alexanderplatz Station,Tech Hub Berlin,0.6,5,False,none,E‑scooter last mile.
leg_040_1,trip_040,1,2026-01-25T17:30:00,2026-01-25T17:35:00,walking,Tech Hub Berlin,Alexanderplatz Station,0.4,5,False,none,Walk to station.
leg_040_2,trip_040,2,2026-01-25T17:35:00,2026-01-25T18:05:00,public_transport,Alexanderplatz Station,Kreuzberg S-Bahn Station,12.0,30,True,monthly_pass,S‑Bahn ride home.
leg_040_3,trip_040,3,2026-01-25T18:05:00,2026-01-25T18:10:00,walking,Kreuzberg S-Bahn Station,Home,0.4,5,False,none,Final walk home.
leg_001_1,trip_001,1,2026-01-02T07:30:00,2026-01-02T07:35:00,walking,Home,Altona S-Bahn Station,0.4,5,False,none,Walk to S-Bahn station.
leg_001_2,trip_001,2,2026-01-02T07:35:00,2026-01-02T07:50:00,public_transport,Altona S-Bahn Station,Jungfernstieg Station,6.0,15,True,monthly_pass,S-Bahn ride to city centre.
leg_001_3,trip_001,3,2026-01-02T07:50:00,2026-01-02T07:55:00,shared_scooter,Jungfernstieg Station,Office Entrance,1.0,5,False,none,Shared e‑scooter for last‑mile.
leg_002_1,trip_002,1,2026-01-02T17:30:00,2026-01-02T17:35:00,shared_scooter,Office Entrance,Jungfernstieg Station,1.0,5,False,none,E‑scooter to S-Bahn station.
leg_002_2,trip_002,2,2026-01-02T17:35:00,2026-01-02T17:50:00,public_transport,Jungfernstieg Station,Altona S-Bahn Station,6.0,15,True,monthly_pass,S-Bahn back to Altona.
leg_002_3,trip_002,3,2026-01-02T17:50:00,2026-01-02T17:55:00,walking,Altona S-Bahn Station,Home,0.4,5,False,none,Walk home.
leg_003_1,trip_003,1,2026-01-03T07:30:00,2026-01-03T07:35:00,walking,Home,Altona S-Bahn Station,0.4,5,False,none,Walk to station.
leg_003_2,trip_003,2,2026-01-03T07:35:00,2026-01-03T07:50:00,public_transport,Altona S-Bahn Station,Jungfernstieg Station,6.0,15,True,monthly_pass,S-Bahn ride.
leg_003_3,trip_003,3,2026-01-03T07:50:00,2026-01-03T07:55:00,shared_scooter,Jungfernstieg Station,Office Entrance,1.0,5,False,none,E‑scooter to office.
leg_004_1,trip_004,1,2026-01-03T17:30:00,2026-01-03T17:35:00,shared_scooter,Office Entrance,Jungfernstieg Station,1.0,5,False,none,E‑scooter to station.
leg_004_2,trip_004,2,2026-01-03T17:35:00,2026-01-03T17:50:00,public_transport,Jungfernstieg Station,Altona S-Bahn Station,6.0,15,True,monthly_pass,S-Bahn back.
leg_004_3,trip_004,3,2026-01-03T17:50:00,2026-01-03T17:55:00,walking,Altona S-Bahn Station,Home,0.4,5,False,none,Walk home.
leg_005_1,trip_005,1,2026-01-04T07:30:00,2026-01-04T07:35:00,walking,Home,Altona S-Bahn Station,0.4,5,False,none,Walk to station.
leg_005_2,trip_005,2,2026-01-04T07:35:00,2026-01-04T07:50:00,public_transport,Altona S-Bahn Station,Jungfernstieg Station,6.0,15,True,monthly_pass,S-Bahn ride.
leg_005_3,trip_005,3,2026-01-04T07:50:00,2026-01-04T07:55:00,shared_scooter,Jungfernstieg Station,Office Entrance,1.0,5,False,none,E‑scooter to office.
leg_006_1,trip_006,1,2026-01-04T17:30:00,2026-01-04T17:35:00,shared_scooter,Office Entrance,Jungfernstieg Station,1.0,5,False,none,E‑scooter to station.
leg_006_2,trip_006,2,2026-01-04T17:35:00,2026-01-04T17:50:00,public_transport,Jungfernstieg Station,Altona S-Bahn Station,6.0,15,True,monthly_pass,S-Bahn back.
leg_006_3,trip_006,3,2026-01-04T17:50:00,2026-01-04T17:55:00,walking,Altona S-Bahn Station,Home,0.4,5,False,none,Walk home.
leg_007_1,trip_007,1,2026-01-05T07:30:00,2026-01-05T07:35:00,walking,Home,Altona S-Bahn Station,0.4,5,False,none,Walk to station.
leg_007_2,trip_007,2,2026-01-05T07:35:00,2026-01-05T07:50:00,public_transport,Altona S-Bahn Station,Jungfernstieg Station,6.0,15,True,monthly_pass,S-Bahn ride.
leg_007_3,trip_007,3,2026-01-05T07:50:00,2026-01-05T07:55:00,shared_scooter,Jungfernstieg Station,Office Entrance,1.0,5,False,none,E‑scooter to office.
leg_008_1,trip_008,1,2026-01-05T17:30:00,2026-01-05T17:35:00,shared_scooter,Office Entrance,Jungfernstieg Station,1.0,5,False,none,E‑scooter to station.
leg_008_2,trip_008,2,2026-01-05T17:35:00,2026-01-05T17:50:00,public_transport,Jungfernstieg Station,Altona S-Bahn Station,6.0,15,True,monthly_pass,S-Bahn back.
leg_008_3,trip_008,3,2026-01-05T17:50:00,2026-01-05T17:55:00,walking,Altona S-Bahn Station,Home,0.4,5,False,none,Walk home.
leg_009_1,trip_009,1,2026-01-05T18:30:00,2026-01-05T18:35:00,shared_scooter,Office Entrance,FitX Gym Entrance,1.0,5,False,none,E‑scooter to gym.
leg_009_2,trip_009,2,2026-01-05T18:35:00,2026-01-05T18:40:00,walking,FitX Gym Entrance,Gym Reception,0.5,5,False,none,Walk to reception.
leg_010_1,trip_010,1,2026-01-09T07:30:00,2026-01-09T07:35:00,walking,Home,Altona S-Bahn Station,0.4,5,False,none,Walk to station.
leg_010_2,trip_010,2,2026-01-09T07:35:00,2026-01-09T07:50:00,public_transport,Altona S-Bahn Station,Jungfernstieg Station,6.0,15,True,monthly_pass,S-Bahn ride.
leg_010_3,trip_010,3,2026-01-09T07:50:00,2026-01-09T07:55:00,shared_scooter,Jungfernstieg Station,Office Entrance,1.0,5,False,none,E‑scooter to office.
leg_011_1,trip_011,1,2026-01-09T17:30:00,2026-01-09T17:35:00,shared_scooter,Office Entrance,Jungfernstieg Station,1.0,5,False,none,E‑scooter to station.
leg_011_2,trip_011,2,2026-01-09T17:35:00,2026-01-09T17:50:00,public_transport,Jungfernstieg Station,Altona S-Bahn Station,6.0,15,True,monthly_pass,S-Bahn back.
leg_011_3,trip_011,3,2026-01-09T17:50:00,2026-01-09T17:55:00,walking,Altona S-Bahn Station,Home,0.4,5,False,none,Walk home.
leg_012_1,trip_012,1,2026-01-10T07:30:00,2026-01-10T07:35:00,walking,Home,Altona S-Bahn Station,0.4,5,False,none,Walk to station.
leg_012_2,trip_012,2,2026-01-10T07:35:00,2026-01-10T07:50:00,public_transport,Altona S-Bahn Station,Jungfernstieg Station,6.0,15,True,monthly_pass,S-Bahn ride.
leg_012_3,trip_012,3,2026-01-10T07:50:00,2026-01-10T07:55:00,shared_scooter,Jungfernstieg Station,Office Entrance,1.0,5,False,none,E‑scooter to office.
leg_013_1,trip_013,1,2026-01-10T17:30:00,2026-01-10T17:35:00,shared_scooter,Office Entrance,Jungfernstieg Station,1.0,5,False,none,E‑scooter to station.
leg_013_2,trip_013,2,2026-01-10T17:35:00,2026-01-10T17:50:00,public_transport,Jungfernstieg Station,Altona S-Bahn Station,6.0,15,True,monthly_pass,S-Bahn back.
leg_013_3,trip_013,3,2026-01-10T17:50:00,2026-01-10T17:55:00,walking,Altona S-Bahn Station,Home,0.4,5,False,none,Walk home.
leg_014_1,trip_014,1,2026-01-11T07:30:00,2026-01-11T07:35:00,walking,Home,Altona S-Bahn Station,0.4,5,False,none,Walk to station.
leg_014_2,trip_014,2,2026-01-11T07:35:00,2026-01-11T07:50:00,public_transport,Altona S-Bahn Station,Jungfernstieg Station,6.0,15,True,monthly_pass,S-Bahn ride.
leg_014_3,trip_014,3,2026-01-11T07:50:00,2026-01-11T07:55:00,shared_scooter,Jungfernstieg Station,Office Entrance,1.0,5,False,none,E‑scooter to office.
leg_015_1,trip_015,1,2026-01-11T17:30:00,2026-01-11T17:35:00,shared_scooter,Office Entrance,Jungfernstieg Station,1.0,5,False,none,E‑scooter to station.
leg_015_2,trip_015,2,2026-01-11T17:35:00,2026-01-11T17:50:00,public_transport,Jungfernstieg Station,Altona S-Bahn Station,6.0,15,True,monthly_pass,S-Bahn back.
leg_015_3,trip_015,3,2026-01-11T17:50:00,2026-01-11T17:55:00,walking,Altona S-Bahn Station,Home,0.4,5,False,none,Walk home.
leg_016_1,trip_016,1,2026-01-12T07:30:00,2026-01-12T07:35:00,walking,Home,Altona S-Bahn Station,0.4,5,False,none,Walk to station.
leg_016_2,trip_016,2,2026-01-12T07:35:00,2026-01-12T07:50:00,public_transport,Altona S-Bahn Station,Jungfernstieg Station,6.0,15,True,monthly_pass,S-Bahn ride.
leg_016_3,trip_016,3,2026-01-12T07:50:00,2026-01-12T07:55:00,shared_scooter,Jungfernstieg Station,Office Entrance,1.0,5,False,none,E‑scooter to office.
leg_017_1,trip_017,1,2026-01-12T17:30:00,2026-01-12T17:35:00,shared_scooter,Office Entrance,Jungfernstieg Station,1.0,5,False,none,E‑scooter to station.
leg_017_2,trip_017,2,2026-01-12T17:35:00,2026-01-12T17:50:00,public_transport,Jungfernstieg Station,Altona S-Bahn Station,6.0,15,True,monthly_pass,S-Bahn back.
leg_017_3,trip_017,3,2026-01-12T17:50:00,2026-01-12T17:55:00,walking,Altona S-Bahn Station,Home,0.4,5,False,none,Walk home.
leg_018_1,trip_018,1,2026-01-12T18:30:00,2026-01-12T18:35:00,shared_scooter,Office Entrance,FitX Gym Entrance,1.0,5,False,none,E‑scooter to gym.
leg_018_2,trip_018,2,2026-01-12T18:35:00,2026-01-12T18:40:00,walking,FitX Gym Entrance,Gym Reception,0.5,5,False,none,Walk inside gym.
leg_019_1,trip_019,1,2026-01-06T10:00:00,2026-01-06T10:10:00,walking,Home,Hamburg Hauptbahnhof,0.8,10,False,none,Walk to main station.
